,Unique_Id,DistrictName,NeighborhoodName,Month,Day,Hour,Mild injuries,Serious injuries,Victims,Vehicles involved
0,0,Ciutat Vella,el Raval,January,1,11,1,0,1,1
1,1,Ciutat Vella,el Barri Gòtic,January,2,19,1,0,1,4
2,2,Ciutat Vella,el Barri Gòtic,January,3,11,1,0,1,1
3,3,Ciutat Vella,el Raval,January,4,10,0,0,0,1
4,4,Ciutat Vella,la Barceloneta,January,6,23,1,0,1,2
5,5,Ciutat Vella,la Barceloneta,January,7,14,1,0,1,2
6,6,Ciutat Vella,el Raval,January,9,12,0,0,0,1
7,7,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,10,8,1,0,1,2
8,8,Ciutat Vella,el Barri Gòtic,January,10,14,2,0,2,2
9,9,Ciutat Vella,el Barri Gòtic,January,10,16,1,0,1,2
10,10,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,12,18,0,0,0,1
11,11,Ciutat Vella,el Raval,January,13,17,1,0,1,3
12,12,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,13,21,2,0,2,2
13,13,Ciutat Vella,el Barri Gòtic,January,13,17,0,0,0,1
14,14,Ciutat Vella,el Raval,January,13,14,1,0,1,2
15,15,Ciutat Vella,la Barceloneta,January,14,14,1,0,1,2
16,16,Ciutat Vella,el Barri Gòtic,January,14,14,2,0,2,1
17,17,Ciutat Vella,el Raval,January,15,17,0,0,0,1
18,18,Ciutat Vella,la Barceloneta,January,16,7,1,0,1,2
19,19,Ciutat Vella,el Barri Gòtic,January,16,15,1,0,1,2
20,20,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,17,16,1,0,1,1
21,21,Ciutat Vella,el Raval,January,17,16,1,0,1,2
22,22,Ciutat Vella,el Barri Gòtic,January,17,17,1,0,1,1
23,23,Ciutat Vella,la Barceloneta,January,19,12,1,0,1,2
24,24,Ciutat Vella,el Barri Gòtic,January,21,19,1,0,1,2
25,25,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,22,22,0,0,0,1
26,26,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,23,7,0,0,0,1
27,27,Ciutat Vella,el Barri Gòtic,January,23,15,1,0,1,1
28,28,Ciutat Vella,el Raval,January,23,21,0,0,0,1
29,29,Ciutat Vella,el Raval,January,25,21,1,0,1,2
30,30,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,26,20,2,0,2,2
31,31,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,27,11,2,0,2,2
32,32,Ciutat Vella,el Raval,January,27,12,0,0,0,1
33,33,Ciutat Vella,el Raval,January,28,12,1,0,1,2
34,34,Ciutat Vella,la Barceloneta,January,29,10,1,0,1,2
35,35,Ciutat Vella,la Barceloneta,January,29,13,1,0,1,1
36,36,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",January,29,22,1,0,1,2
37,37,Ciutat Vella,el Raval,January,30,11,1,0,1,1
38,38,Ciutat Vella,el Raval,February,1,9,1,0,1,2
39,39,Ciutat Vella,la Barceloneta,February,1,10,1,0,1,2
40,40,Ciutat Vella,el Raval,February,1,10,1,0,1,2
41,41,Ciutat Vella,la Barceloneta,January,31,19,0,0,0,2
42,42,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,1,15,1,0,1,2
43,43,Ciutat Vella,el Raval,February,2,16,1,0,1,2
44,44,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,3,17,1,0,1,1
45,45,Ciutat Vella,el Raval,February,5,3,1,0,1,2
46,46,Ciutat Vella,el Barri Gòtic,February,5,6,0,0,0,1
47,47,Ciutat Vella,el Barri Gòtic,February,5,12,1,0,1,2
48,48,Ciutat Vella,el Raval,February,5,14,1,0,1,2
49,49,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,6,12,0,0,0,1
50,50,Ciutat Vella,el Raval,February,7,18,1,0,1,2
51,51,Ciutat Vella,el Raval,February,7,18,1,0,1,2
52,52,Ciutat Vella,el Barri Gòtic,February,8,12,1,0,1,2
53,53,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,8,16,1,0,1,5
54,54,Ciutat Vella,la Barceloneta,February,9,15,1,0,1,2
55,55,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,10,12,1,0,1,3
56,56,Ciutat Vella,el Raval,February,10,14,1,0,1,2
57,57,Ciutat Vella,la Barceloneta,February,12,16,1,0,1,2
58,58,Ciutat Vella,el Raval,February,15,1,1,0,1,1
59,59,Ciutat Vella,el Raval,February,10,12,1,0,1,2
60,60,Ciutat Vella,el Raval,February,15,18,0,0,0,2
61,61,Ciutat Vella,el Raval,February,17,12,1,0,1,2
62,62,Ciutat Vella,la Barceloneta,February,17,15,1,0,1,2
63,63,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,18,13,1,0,1,2
64,64,Ciutat Vella,el Raval,February,18,19,1,0,1,2
65,65,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,19,16,1,0,1,1
66,66,Ciutat Vella,la Barceloneta,February,20,22,1,0,1,1
67,67,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,22,12,1,0,1,2
68,68,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,23,12,2,0,2,2
69,69,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,23,22,2,0,2,1
70,70,Ciutat Vella,el Barri Gòtic,February,24,12,1,0,1,1
71,71,Ciutat Vella,el Barri Gòtic,February,24,13,1,0,1,1
72,72,Ciutat Vella,el Raval,February,26,21,1,0,1,2
73,73,Ciutat Vella,el Raval,February,27,11,2,0,2,1
74,74,Ciutat Vella,el Barri Gòtic,February,27,14,1,0,1,1
75,75,Ciutat Vella,el Barri Gòtic,February,27,14,0,0,0,6
76,76,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",February,27,21,3,0,3,2
77,77,Ciutat Vella,el Barri Gòtic,February,28,7,3,0,3,3
78,78,Ciutat Vella,el Raval,February,28,13,1,0,1,3
79,79,Ciutat Vella,el Raval,February,28,23,1,0,1,2
80,80,Ciutat Vella,el Barri Gòtic,March,1,7,2,0,2,2
81,81,Ciutat Vella,el Barri Gòtic,March,2,5,1,0,1,1
82,82,Ciutat Vella,el Raval,March,3,16,0,0,0,1
83,83,Ciutat Vella,el Raval,March,3,17,0,0,0,1
84,84,Ciutat Vella,el Raval,March,4,0,0,2,2,1
85,85,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,4,6,0,0,0,4
86,86,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,5,0,1,0,1,1
87,87,Ciutat Vella,la Barceloneta,March,5,8,0,0,0,1
88,88,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,5,22,1,0,1,2
89,89,Ciutat Vella,el Barri Gòtic,March,6,8,0,0,0,1
90,90,Ciutat Vella,el Barri Gòtic,March,7,8,0,0,0,1
91,91,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,8,10,2,0,2,3
92,92,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,9,18,1,0,1,2
93,93,Ciutat Vella,el Barri Gòtic,March,9,17,0,0,0,1
94,94,Ciutat Vella,el Barri Gòtic,March,10,7,2,0,2,1
95,95,Ciutat Vella,el Barri Gòtic,March,10,8,1,0,1,1
96,96,Ciutat Vella,el Barri Gòtic,March,10,7,1,0,1,2
97,97,Ciutat Vella,el Raval,March,10,13,0,0,0,2
98,98,Ciutat Vella,el Barri Gòtic,March,10,21,1,0,1,2
99,99,Ciutat Vella,el Barri Gòtic,March,12,1,1,0,1,2
100,100,Ciutat Vella,el Barri Gòtic,March,13,19,2,0,2,3
101,101,Ciutat Vella,el Raval,March,14,12,0,0,0,1
102,102,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,14,20,2,0,2,2
103,103,Ciutat Vella,el Barri Gòtic,March,15,18,2,0,2,1
104,104,Ciutat Vella,el Barri Gòtic,March,15,20,3,0,3,2
105,105,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,15,20,1,0,1,3
106,106,Ciutat Vella,el Barri Gòtic,March,16,5,1,0,1,2
107,107,Ciutat Vella,la Barceloneta,March,16,5,1,0,1,1
108,108,Ciutat Vella,el Raval,March,16,17,1,0,1,1
109,109,Ciutat Vella,la Barceloneta,March,16,21,1,0,1,2
110,110,Ciutat Vella,la Barceloneta,March,17,10,1,0,1,3
111,111,Ciutat Vella,el Raval,March,17,19,1,0,1,1
112,112,Ciutat Vella,el Raval,March,17,17,1,0,1,1
113,113,Ciutat Vella,el Raval,March,20,23,4,0,4,2
114,114,Ciutat Vella,la Barceloneta,March,22,12,1,0,1,3
115,115,Ciutat Vella,el Raval,March,22,15,1,0,1,2
116,116,Ciutat Vella,el Barri Gòtic,March,23,14,2,0,2,2
117,117,Ciutat Vella,el Raval,March,23,16,1,0,1,1
118,118,Ciutat Vella,el Barri Gòtic,March,23,20,1,0,1,2
119,119,Ciutat Vella,el Barri Gòtic,March,24,8,0,0,0,1
120,120,Ciutat Vella,el Raval,March,24,19,1,0,1,1
121,121,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,25,10,1,0,1,1
122,122,Ciutat Vella,la Barceloneta,March,26,14,1,0,1,1
123,123,Ciutat Vella,el Barri Gòtic,March,27,8,1,0,1,1
124,124,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,28,10,1,0,1,1
125,125,Ciutat Vella,la Barceloneta,March,29,17,1,0,1,2
126,126,Ciutat Vella,el Barri Gòtic,March,30,18,1,0,1,2
127,127,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",March,31,17,1,0,1,2
128,128,Ciutat Vella,el Barri Gòtic,March,31,16,0,0,0,1
129,129,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,1,11,1,0,1,2
130,130,Ciutat Vella,el Raval,April,1,18,1,0,1,1
131,131,Ciutat Vella,el Barri Gòtic,April,3,16,1,0,1,2
132,132,Ciutat Vella,la Barceloneta,April,4,9,1,0,1,3
133,133,Ciutat Vella,la Barceloneta,April,4,19,1,0,1,1
134,134,Ciutat Vella,el Raval,April,4,20,1,0,1,2
135,135,Ciutat Vella,el Barri Gòtic,April,4,22,2,0,2,1
136,136,Ciutat Vella,el Raval,April,6,14,1,0,1,1
137,137,Ciutat Vella,la Barceloneta,April,6,18,2,0,2,1
138,138,Ciutat Vella,el Barri Gòtic,April,6,21,1,0,1,2
139,139,Ciutat Vella,el Raval,April,5,20,2,0,2,1
140,140,Ciutat Vella,el Barri Gòtic,April,6,18,2,0,2,1
141,141,Ciutat Vella,el Barri Gòtic,April,7,12,1,0,1,1
142,142,Ciutat Vella,el Raval,April,7,12,1,0,1,1
143,143,Ciutat Vella,el Raval,April,8,3,0,0,0,1
144,144,Ciutat Vella,la Barceloneta,April,9,11,1,0,1,2
145,145,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,10,11,1,0,1,1
146,146,Ciutat Vella,el Barri Gòtic,April,10,16,0,0,0,1
147,147,Ciutat Vella,la Barceloneta,April,11,11,2,0,2,3
148,148,Ciutat Vella,el Raval,April,12,11,1,0,1,3
149,149,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,12,15,2,0,2,2
150,150,Ciutat Vella,el Raval,April,12,23,1,0,1,2
151,151,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,12,19,0,0,0,2
152,152,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,13,12,1,0,1,2
153,153,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,13,16,3,0,3,1
154,154,Ciutat Vella,la Barceloneta,April,13,18,1,0,1,2
155,155,Ciutat Vella,la Barceloneta,April,13,17,7,0,7,2
156,156,Ciutat Vella,la Barceloneta,April,13,19,1,0,1,1
157,157,Ciutat Vella,el Barri Gòtic,April,13,21,1,0,1,2
158,158,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,13,22,1,0,1,2
159,159,Ciutat Vella,el Barri Gòtic,April,14,11,1,0,1,1
160,160,Ciutat Vella,el Raval,April,14,15,2,0,2,1
161,161,Ciutat Vella,la Barceloneta,April,14,15,1,0,1,1
162,162,Ciutat Vella,la Barceloneta,April,15,6,2,0,2,1
163,163,Ciutat Vella,el Barri Gòtic,April,17,22,1,0,1,2
164,164,Ciutat Vella,la Barceloneta,April,19,14,0,0,0,2
165,165,Ciutat Vella,el Barri Gòtic,April,20,11,0,0,0,1
166,166,Ciutat Vella,el Raval,April,20,16,0,0,0,2
167,167,Ciutat Vella,la Barceloneta,April,20,19,0,0,0,2
168,168,Ciutat Vella,el Barri Gòtic,April,21,9,1,0,1,2
169,169,Ciutat Vella,el Raval,April,21,9,1,0,1,1
170,170,Ciutat Vella,el Barri Gòtic,April,21,10,2,0,2,4
171,171,Ciutat Vella,el Raval,April,22,21,0,0,0,1
172,172,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,23,7,2,0,2,2
173,173,Ciutat Vella,la Barceloneta,April,23,18,0,0,0,3
174,174,Ciutat Vella,el Barri Gòtic,April,23,18,1,0,1,2
175,175,Ciutat Vella,la Barceloneta,April,24,7,1,0,1,2
176,176,Ciutat Vella,el Raval,April,24,17,1,0,1,2
177,177,Ciutat Vella,la Barceloneta,April,26,7,1,0,1,2
178,178,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,26,13,1,0,1,2
179,179,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,26,16,1,0,1,2
180,180,Ciutat Vella,la Barceloneta,April,26,17,0,0,0,3
181,181,Ciutat Vella,el Barri Gòtic,April,26,21,0,0,0,1
182,182,Ciutat Vella,el Barri Gòtic,April,27,15,1,0,1,2
183,183,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,28,15,1,0,1,2
184,184,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,28,21,1,0,1,2
185,185,Ciutat Vella,el Barri Gòtic,April,28,19,1,0,1,2
186,186,Ciutat Vella,el Barri Gòtic,April,29,4,1,0,1,1
187,187,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",April,29,6,1,0,1,2
188,188,Ciutat Vella,el Raval,April,29,12,1,0,1,1
189,189,Ciutat Vella,la Barceloneta,May,1,12,1,0,1,2
190,190,Ciutat Vella,el Raval,May,3,5,0,1,1,2
191,191,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,3,8,1,0,1,2
192,192,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,3,13,1,0,1,2
193,193,Ciutat Vella,la Barceloneta,May,3,19,0,0,0,3
194,194,Ciutat Vella,el Barri Gòtic,May,5,23,1,0,1,1
195,195,Ciutat Vella,el Barri Gòtic,May,6,10,0,0,0,1
196,196,Ciutat Vella,la Barceloneta,May,6,18,1,0,1,1
197,197,Ciutat Vella,la Barceloneta,May,7,13,1,0,1,1
198,198,Ciutat Vella,el Barri Gòtic,May,8,21,1,0,1,2
199,199,Ciutat Vella,el Barri Gòtic,May,9,12,1,0,1,2
200,200,Ciutat Vella,el Raval,May,9,16,1,0,1,1
201,201,Ciutat Vella,la Barceloneta,May,10,2,0,0,0,2
202,202,Ciutat Vella,la Barceloneta,May,10,16,1,0,1,2
203,203,Ciutat Vella,la Barceloneta,May,10,18,1,0,1,2
204,204,Ciutat Vella,la Barceloneta,May,11,14,1,0,1,2
205,205,Ciutat Vella,el Raval,May,11,19,1,0,1,2
206,206,Ciutat Vella,el Barri Gòtic,May,11,21,1,0,1,2
207,207,Ciutat Vella,el Raval,May,12,14,0,0,0,2
208,208,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,12,14,0,0,0,1
209,209,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,12,19,1,0,1,1
210,210,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,12,22,1,0,1,2
211,211,Ciutat Vella,la Barceloneta,May,13,17,2,0,2,2
212,212,Ciutat Vella,la Barceloneta,May,14,9,3,0,3,2
213,213,Ciutat Vella,la Barceloneta,May,14,17,0,1,1,1
214,214,Ciutat Vella,la Barceloneta,May,15,6,1,0,1,2
215,215,Ciutat Vella,el Barri Gòtic,May,17,5,1,0,1,1
216,216,Ciutat Vella,la Barceloneta,May,17,6,5,0,5,2
217,217,Ciutat Vella,el Raval,May,17,15,1,0,1,3
218,218,Ciutat Vella,el Raval,May,18,0,3,0,3,2
219,219,Ciutat Vella,el Raval,May,19,18,0,0,0,1
220,220,Ciutat Vella,la Barceloneta,May,20,21,1,0,1,2
221,221,Ciutat Vella,el Raval,May,21,5,1,0,1,1
222,222,Ciutat Vella,el Barri Gòtic,May,21,21,0,1,1,2
223,223,Ciutat Vella,el Raval,May,22,22,1,0,1,1
224,224,Ciutat Vella,el Raval,May,23,9,1,0,1,1
225,225,Ciutat Vella,la Barceloneta,May,24,15,1,0,1,3
226,226,Ciutat Vella,el Barri Gòtic,May,25,16,1,0,1,1
227,227,Ciutat Vella,el Barri Gòtic,May,26,8,1,0,1,2
228,228,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,26,11,1,0,1,1
229,229,Ciutat Vella,el Raval,May,26,14,2,0,2,2
230,230,Ciutat Vella,la Barceloneta,May,26,18,1,0,1,1
231,231,Ciutat Vella,el Barri Gòtic,May,26,20,1,0,1,2
232,232,Ciutat Vella,el Barri Gòtic,May,26,19,1,0,1,2
233,233,Ciutat Vella,el Raval,May,27,15,1,0,1,1
234,234,Ciutat Vella,el Barri Gòtic,May,27,19,3,0,3,2
235,235,Ciutat Vella,el Barri Gòtic,May,28,15,1,0,1,2
236,236,Ciutat Vella,el Barri Gòtic,May,29,13,0,0,0,1
237,237,Ciutat Vella,el Raval,May,29,19,1,0,1,2
238,238,Ciutat Vella,el Raval,May,30,8,1,0,1,2
239,239,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,30,11,1,0,1,2
240,240,Ciutat Vella,el Barri Gòtic,May,30,13,1,0,1,1
241,241,Ciutat Vella,el Barri Gòtic,May,31,5,0,0,0,1
242,242,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,30,20,1,0,1,2
243,243,Ciutat Vella,la Barceloneta,May,31,18,1,0,1,2
244,244,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,31,22,0,1,1,2
245,245,Ciutat Vella,la Barceloneta,June,1,17,0,0,0,2
246,246,Ciutat Vella,la Barceloneta,June,1,22,0,0,0,2
247,247,Ciutat Vella,el Raval,June,2,14,2,0,2,3
248,248,Ciutat Vella,la Barceloneta,June,2,18,1,0,1,2
249,249,Ciutat Vella,el Barri Gòtic,June,3,13,0,0,0,2
250,250,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,3,16,1,0,1,2
251,251,Ciutat Vella,la Barceloneta,June,4,8,0,0,0,2
252,252,Ciutat Vella,el Barri Gòtic,June,4,13,1,0,1,2
253,253,Ciutat Vella,el Raval,June,4,17,1,0,1,2
254,254,Ciutat Vella,el Barri Gòtic,June,5,13,0,0,0,1
255,255,Ciutat Vella,la Barceloneta,June,6,5,1,0,1,2
256,256,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,6,15,1,0,1,1
257,257,Ciutat Vella,el Raval,June,4,19,1,0,1,2
258,258,Ciutat Vella,el Raval,June,7,22,2,0,2,1
259,259,Ciutat Vella,la Barceloneta,June,8,12,0,0,0,2
260,260,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,8,16,1,0,1,2
261,261,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,9,12,1,0,1,1
262,262,Ciutat Vella,la Barceloneta,June,9,19,1,0,1,1
263,263,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,9,15,1,0,1,1
264,264,Ciutat Vella,el Raval,June,10,21,1,0,1,1
265,265,Ciutat Vella,el Barri Gòtic,June,10,20,1,0,1,1
266,266,Ciutat Vella,el Barri Gòtic,June,12,3,0,0,0,1
267,267,Ciutat Vella,el Barri Gòtic,June,11,21,1,0,1,2
268,268,Ciutat Vella,el Raval,June,13,11,0,0,0,1
269,269,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,12,19,2,0,2,3
270,270,Ciutat Vella,la Barceloneta,June,14,15,2,0,2,1
271,271,Ciutat Vella,el Barri Gòtic,June,14,21,2,0,2,1
272,272,Ciutat Vella,la Barceloneta,June,15,12,0,0,0,1
273,273,Ciutat Vella,el Raval,June,16,17,1,0,1,2
274,274,Ciutat Vella,el Barri Gòtic,June,17,17,2,0,2,2
275,275,Ciutat Vella,el Raval,June,17,17,1,0,1,1
276,276,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,17,18,2,0,2,1
277,277,Ciutat Vella,el Barri Gòtic,June,18,0,1,0,1,2
278,278,Ciutat Vella,la Barceloneta,June,18,15,1,0,1,2
279,279,Ciutat Vella,el Barri Gòtic,June,18,19,1,0,1,2
280,280,Ciutat Vella,la Barceloneta,June,19,0,1,0,1,2
281,281,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,16,5,1,0,1,1
282,282,Ciutat Vella,el Barri Gòtic,June,19,9,0,0,0,1
283,283,Ciutat Vella,la Barceloneta,June,19,12,1,0,1,2
284,284,Ciutat Vella,el Raval,June,19,13,1,0,1,2
285,285,Ciutat Vella,la Barceloneta,June,19,17,1,0,1,2
286,286,Ciutat Vella,el Barri Gòtic,June,19,14,1,0,1,2
287,287,Ciutat Vella,la Barceloneta,June,19,13,2,0,2,2
288,288,Ciutat Vella,el Barri Gòtic,June,20,14,0,0,0,1
289,289,Ciutat Vella,el Barri Gòtic,June,21,11,0,0,0,1
290,290,Ciutat Vella,la Barceloneta,June,21,17,2,0,2,3
291,291,Ciutat Vella,el Barri Gòtic,June,21,22,1,0,1,2
292,292,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,22,12,2,0,2,2
293,293,Ciutat Vella,el Barri Gòtic,June,22,19,1,0,1,3
294,294,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,22,17,1,0,1,2
295,295,Ciutat Vella,el Barri Gòtic,June,22,18,1,0,1,1
296,296,Ciutat Vella,el Raval,June,23,1,1,0,1,1
297,297,Ciutat Vella,la Barceloneta,June,23,15,1,0,1,1
298,298,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",May,25,21,1,0,1,2
299,299,Ciutat Vella,el Raval,June,24,2,0,0,0,1
300,300,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,24,20,1,0,1,2
301,301,Ciutat Vella,la Barceloneta,June,25,18,2,0,2,1
302,302,Ciutat Vella,el Raval,June,26,8,1,0,1,2
303,303,Ciutat Vella,la Barceloneta,June,26,14,0,0,0,3
304,304,Ciutat Vella,el Raval,June,27,10,1,0,1,1
305,305,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,27,12,2,0,2,2
306,306,Ciutat Vella,el Barri Gòtic,June,27,13,4,0,4,4
307,307,Ciutat Vella,la Barceloneta,June,27,17,1,0,1,3
308,308,Ciutat Vella,la Barceloneta,June,27,17,1,0,1,3
309,309,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,27,15,1,0,1,1
310,310,Ciutat Vella,el Raval,June,29,14,2,0,2,1
311,311,Ciutat Vella,la Barceloneta,June,29,21,1,0,1,2
312,312,Ciutat Vella,el Raval,June,29,22,1,0,1,1
313,313,Ciutat Vella,la Barceloneta,June,29,21,2,0,2,2
314,314,Ciutat Vella,el Barri Gòtic,June,30,18,1,0,1,2
315,315,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",June,30,18,1,0,1,2
316,316,Ciutat Vella,la Barceloneta,June,30,17,1,0,1,2
317,317,Ciutat Vella,la Barceloneta,June,30,17,1,0,1,2
318,318,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,2,12,1,0,1,1
319,319,Ciutat Vella,el Barri Gòtic,July,3,1,1,0,1,2
320,320,Ciutat Vella,la Barceloneta,July,3,12,1,0,1,2
321,321,Ciutat Vella,el Raval,July,4,9,1,0,1,1
322,322,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,4,10,1,0,1,2
323,323,Ciutat Vella,el Raval,July,4,14,2,0,2,2
324,324,Ciutat Vella,el Raval,July,4,19,1,0,1,1
325,325,Ciutat Vella,el Barri Gòtic,July,4,21,1,0,1,1
326,326,Ciutat Vella,el Raval,July,4,14,1,0,1,2
327,327,Ciutat Vella,el Barri Gòtic,July,6,12,3,0,3,1
328,328,Ciutat Vella,el Raval,July,7,14,2,0,2,3
329,329,Ciutat Vella,el Barri Gòtic,July,7,15,1,0,1,1
330,330,Ciutat Vella,el Barri Gòtic,July,7,22,1,0,1,2
331,331,Ciutat Vella,el Raval,July,8,4,1,0,1,1
332,332,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,9,0,1,0,1,2
333,333,Ciutat Vella,el Barri Gòtic,July,9,4,0,0,0,3
334,334,Ciutat Vella,el Raval,July,9,4,0,0,0,1
335,335,Ciutat Vella,el Raval,July,10,22,1,0,1,2
336,336,Ciutat Vella,el Barri Gòtic,July,11,16,2,0,2,1
337,337,Ciutat Vella,el Raval,July,11,23,1,0,1,2
338,338,Ciutat Vella,la Barceloneta,July,12,18,1,0,1,2
339,339,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,13,14,1,0,1,2
340,340,Ciutat Vella,el Barri Gòtic,July,13,20,1,0,1,2
341,341,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,13,23,1,0,1,2
342,342,Ciutat Vella,el Barri Gòtic,July,14,0,2,0,2,2
343,343,Ciutat Vella,la Barceloneta,July,15,13,1,0,1,2
344,344,Ciutat Vella,el Raval,July,16,5,0,1,1,1
345,345,Ciutat Vella,el Barri Gòtic,July,16,22,1,0,1,2
346,346,Ciutat Vella,el Barri Gòtic,July,17,23,2,0,2,2
347,347,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,18,11,1,0,1,1
348,348,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,18,15,1,0,1,2
349,349,Ciutat Vella,el Raval,July,18,20,1,0,1,1
350,350,Ciutat Vella,el Barri Gòtic,July,20,9,1,0,1,2
351,351,Ciutat Vella,la Barceloneta,July,20,10,1,0,1,2
352,352,Ciutat Vella,el Barri Gòtic,July,20,11,1,0,1,2
353,353,Ciutat Vella,el Raval,July,20,11,1,0,1,2
354,354,Ciutat Vella,el Barri Gòtic,July,20,21,2,0,2,2
355,355,Ciutat Vella,el Barri Gòtic,July,20,22,1,0,1,2
356,356,Ciutat Vella,la Barceloneta,July,21,11,1,0,1,2
357,357,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,21,10,1,0,1,2
358,358,Ciutat Vella,la Barceloneta,July,21,17,1,0,1,2
359,359,Ciutat Vella,el Barri Gòtic,July,22,1,2,0,2,3
360,360,Ciutat Vella,el Barri Gòtic,July,22,13,1,0,1,2
361,361,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,23,1,0,0,0,1
362,362,Ciutat Vella,el Barri Gòtic,July,24,11,0,0,0,1
363,363,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",July,25,10,1,0,1,2
364,364,Ciutat Vella,la Barceloneta,July,25,11,1,0,1,2
365,365,Ciutat Vella,la Barceloneta,July,25,18,1,0,1,2
366,366,Ciutat Vella,el Barri Gòtic,July,26,16,1,0,1,2
367,367,Ciutat Vella,el Barri Gòtic,July,27,5,1,0,1,1
368,368,Ciutat Vella,el Barri Gòtic,July,28,13,1,0,1,2
